targeting_type,type
Topics,Sports > Combat Sports > Martial Arts > Japanese Martial Arts > Karate
Topics,Sports > Combat Sports > Martial Arts > Kickboxing
Topics,Sports > Combat Sports > Martial Arts > Mixed Martial Arts
Topics,Sports > Combat Sports > Martial Arts > Mixed Martial Arts > Ultimate Fighting Championship (UFC)
Topics,Sports > Combat Sports > Martial Arts > Taekwondo
Topics,Sports > Combat Sports > Wrestling
Topics,Sports > Combat Sports > Wrestling > Amateur & Sport Wrestling
Topics,Sports > Combat Sports > Wrestling > Professional Wrestling
Topics,Sports > Combat Sports > Wrestling > Professional Wrestling > World Wrestling Entertainment (WWE)
Topics,Sports > Extreme Sports
Topics,Sports > Extreme Sports > Climbing & Mountaineering
Topics,Sports > Fantasy Sports
Topics,Sports > Individual Sports
Topics,Sports > Individual Sports > Bowling
Topics,Sports > Individual Sports > Cycling
Topics,Sports > Individual Sports > Golf
Topics,Sports > Individual Sports > Gymnastics
Topics,Sports > Individual Sports > Racquet Sports
Topics,Sports > Individual Sports > Racquet Sports > Tennis
Topics,Sports > Individual Sports > Running & Walking
Topics,Sports > Individual Sports > Skate Sports
Topics,Sports > Individual Sports > Track & Field
Topics,Sports > International Sports Competitions
Topics,Sports > International Sports Competitions > Olympics
Topics,Sports > Motor Sports
Topics,Sports > Motor Sports > Auto Racing
Topics,Sports > Motor Sports > Motorcycle Racing
Topics,Sports > Sport Scores & Statistics
Topics,Sports > Sporting Goods
Topics,Sports > Sporting Goods > American Football Equipment
Topics,Sports > Sporting Goods > Baseball Equipment
Topics,Sports > Sporting Goods > Basketball Equipment
Topics,Sports > Sporting Goods > Bowling Equipment
Topics,Sports > Sporting Goods > Combat Sports Equipment
Topics,Sports > Sporting Goods > Combat Sports Equipment > Boxing Gloves & Gear
Topics,Sports > Sporting Goods > Combat Sports Equipment > Martial Arts Equipment
Topics,Sports > Sporting Goods > Cricket Equipment
Topics,Sports > Sporting Goods > Equestrian Equipment & Tack
Topics,Sports > Sporting Goods > Golf Equipment
Topics,Sports > Sporting Goods > Gymnastics Equipment
Topics,Sports > Sporting Goods > Hockey Equipment
Topics,Sports > Sporting Goods > Ice Skating Equipment
Topics,Sports > Sporting Goods > Roller Skating & Rollerblading Equipment
Topics,Sports > Sporting Goods > Skateboarding Equipment
Topics,Sports > Sporting Goods > Soccer Equipment
Topics,Sports > Sporting Goods > Sports Memorabilia
Topics,Sports > Sporting Goods > Squash & Racquetball Equipment
Topics,Sports > Sporting Goods > Table Tennis Equipment
Topics,Sports > Sporting Goods > Tennis Equipment
Topics,Sports > Sporting Goods > Volleyball Equipment
Topics,Sports > Sporting Goods > Water Sports Equipment
Topics,Sports > Sporting Goods > Winter Sports Equipment
Topics,Sports > Sporting Goods > Winter Sports Equipment > Skiing Equipment
Topics,Sports > Sporting Goods > Winter Sports Equipment > Snowboarding Gear
Topics,Sports > Sports Coaching & Training
Topics,Sports > Sports Fan Gear & Apparel
Topics,Sports > Team Sports
Topics,Sports > Team Sports > American Football
Topics,Sports > Team Sports > Australian Football
Topics,Sports > Team Sports > Baseball
Topics,Sports > Team Sports > Basketball
Topics,Sports > Team Sports > Cheerleading
Topics,Sports > Team Sports > Cricket
Topics,Sports > Team Sports > Handball
Topics,Sports > Team Sports > Hockey
Topics,Sports > Team Sports > Rugby
Topics,Sports > Team Sports > Soccer
Topics,Sports > Team Sports > Volleyball
Topics,Sports > Water Sports
Topics,Sports > Water Sports > Surfing
Topics,Sports > Water Sports > Swimming
Topics,Sports > Winter Sports
Topics,Sports > Winter Sports > Ice Skating
Topics,Sports > Winter Sports > Skiing & Snowboarding
Topics,Travel & Transportation
Topics,Travel & Transportation > Hotel & Accommodations
Topics,Travel & Transportation > Hotel & Accommodations > Vacation Rentals & Short-Term Stays
Topics,Travel & Transportation > Luggage & Travel Accessories
Topics,Travel & Transportation > Luggage & Travel Accessories > Backpacks & Utility Bags
Topics,Travel & Transportation > Specialty Travel
Topics,Travel & Transportation > Specialty Travel > Adventure Travel
Topics,Travel & Transportation > Specialty Travel > Agritourism
Topics,Travel & Transportation > Specialty Travel > Ecotourism
Topics,Travel & Transportation > Specialty Travel > Family Travel
Topics,Travel & Transportation > Specialty Travel > Honeymoons & Romantic Gateways
Topics,Travel & Transportation > Specialty Travel > Religious Travel
Topics,Travel & Transportation > Tourist Destinations
Topics,Travel & Transportation > Tourist Destinations > Beaches & Islands
Topics,Travel & Transportation > Tourist Destinations > Historical Sites & Buildings
Topics,Travel & Transportation > Tourist Destinations > Lakes & Rivers
Topics,Travel & Transportation > Tourist Destinations > Mountain & Ski Resorts
Topics,Travel & Transportation > Tourist Destinations > Regional Parks & Gardens
Topics,Travel & Transportation > Tourist Destinations > Theme Parks
Topics,Travel & Transportation > Tourist Destinations > Vineyards & Wine Tourism
Topics,"Travel & Transportation > Tourist Destinations > Zoos, Aquariums & Preserves"
Topics,Travel & Transportation > Transportation
Topics,Travel & Transportation > Transportation > Air Travel
Topics,Travel & Transportation > Transportation > Car Rentals
Topics,Travel & Transportation > Transportation > Carpooling
Topics,Travel & Transportation > Transportation > Chartered Transportation Rentals
Topics,Travel & Transportation > Transportation > Cruises & Charters
Topics,Travel & Transportation > Transportation > Long Distance Bus & Rail
Topics,Travel & Transportation > Transportation > Parking
Topics,Travel & Transportation > Transportation > Parking > Airport Parking & Transportation
Topics,Travel & Transportation > Transportation > Taxi & Ride Hail Services
Topics,Travel & Transportation > Transportation > Traffic & Route Planners
Topics,Travel & Transportation > Transportation > Urban Transit
Topics,Travel & Transportation > Travel Agencies & Services
Topics,Travel & Transportation > Travel Agencies & Services > Guided Tours & Escorted Vacations
Topics,Travel & Transportation > Travel Agencies & Services > Sightseeing Tours
Topics,Travel & Transportation > Travel Agencies & Services > Tourist Boards & Visitor Centers
Topics,Travel & Transportation > Travel Agencies & Services > Vacation Offers
Topics,Travel & Transportation > Travel Guides & Travelogues
App Categories,Apple App Store (84) > Games (19) > Trivia
App Categories,Apple App Store (84) > Games (19) > Word
App Categories,Apple App Store (84) > Health & Fitness
App Categories,Apple App Store (84) > Lifestyle
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Arts & Photography
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Automotive
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Brides & Weddings
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Business & Investing
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Children's Magazines
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Computers & Internet
App Categories,"Apple App Store (84) > Magazines & Newspapers (28) > Cooking, Food & Drink"
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Crafts & Hobbies
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Electronics & Audio
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Entertainment
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Fashion & Style
App Categories,"Apple App Store (84) > Magazines & Newspapers (28) > Health, Mind & Body"
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > History
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Home & Garden
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Literary Magazines & Journals
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Men's Interest
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Movies & Music
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > News & Politics
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Outdoors & Nature
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Parenting & Family
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Pets
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Professional & Trade
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Regional News
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Science
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Sports & Leisure
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Teens
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Travel & Regional
App Categories,Apple App Store (84) > Magazines & Newspapers (28) > Women's Interest
App Categories,Apple App Store (84) > Medical
App Categories,Apple App Store (84) > Music
App Categories,Apple App Store (84) > Navigation
App Categories,Apple App Store (84) > News
App Categories,Apple App Store (84) > Photo & Video
App Categories,Apple App Store (84) > Productivity
App Categories,Apple App Store (84) > Reference
App Categories,Apple App Store (84) > Shopping
App Categories,Apple App Store (84) > Social Networking
App Categories,Apple App Store (84) > Sports
App Categories,Apple App Store (84) > Stickers (15) > Animals & Nature
App Categories,Apple App Store (84) > Stickers (15) > Art
App Categories,Apple App Store (84) > Stickers (15) > Celebrations
App Categories,Apple App Store (84) > Stickers (15) > Celebrities
App Categories,Apple App Store (84) > Stickers (15) > Comics & Cartoons
App Categories,Apple App Store (84) > Stickers (15) > Eating & Drinking
App Categories,Apple App Store (84) > Stickers (15) > Emoji & Expressions
App Categories,Apple App Store (84) > Stickers (15) > Fashion
App Categories,Apple App Store (84) > Stickers (15) > Gaming
App Categories,Apple App Store (84) > Stickers (15) > Kids & Family
App Categories,Apple App Store (84) > Stickers (15) > Movies & TV
App Categories,Apple App Store (84) > Stickers (15) > Music
App Categories,Apple App Store (84) > Stickers (15) > People
App Categories,Apple App Store (84) > Stickers (15) > Places & Objects
App Categories,Apple App Store (84) > Stickers (15) > Sports & Activities
App Categories,Apple App Store (84) > Travel
App Categories,Apple App Store (84) > Utilities
App Categories,Apple App Store (84) > Weather
App Categories,Google Play (56) > Art & Design
App Categories,Google Play (56) > Auto & Vehicles
App Categories,Google Play (56) > Beauty
App Categories,Google Play (56) > Books & Reference
App Categories,Google Play (56) > Business
App Categories,Google Play (56) > Comics
App Categories,Google Play (56) > Communication
App Categories,Google Play (56) > Dating
App Categories,Google Play (56) > Education
App Categories,Google Play (56) > Entertainment
App Categories,Google Play (56) > Events
App Categories,Google Play (56) > Family (6) > Action & Adventure
App Categories,Google Play (56) > Family (6) > Brain Games
App Categories,Google Play (56) > Family (6) > Creativity
App Categories,Google Play (56) > Family (6) > Education
App Categories,Google Play (56) > Family (6) > Music & Video
App Categories,Google Play (56) > Family (6) > Pretend Play
App Categories,Google Play (56) > Finance
App Categories,Google Play (56) > Food & Drink
App Categories,Google Play (56) > Games (18) > Action
App Categories,Google Play (56) > Games (18) > Adventure
App Categories,Google Play (56) > Games (18) > Arcade
App Categories,Google Play (56) > Games (18) > Board
App Categories,Google Play (56) > Games (18) > Card
App Categories,Google Play (56) > Games (18) > Casino
App Categories,Google Play (56) > Games (18) > Casual
App Categories,Google Play (56) > Games (18) > Educational
App Categories,Google Play (56) > Games (18) > Family
App Categories,Google Play (56) > Games (18) > Music
App Categories,Google Play (56) > Games (18) > Puzzle
App Categories,Google Play (56) > Games (18) > Racing
